,Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha),Total Rainfall,Avg Temp
20084,2009,Nanded,PEARL MILLET,0.0,0.0,0.0,412.3,22.73
20085,2009,Nanded,MAIZE,1.2,1.02,850.0,412.3,22.73
20086,2009,Nanded,FINGER MILLET,0.0,0.0,0.0,412.3,22.73
20089,2009,Nanded,PIGEONPEA,60.2,43.03,714.78,412.3,22.73
20090,2009,Nanded,MINOR PULSES,84.7,12.03,142.03,412.3,22.73
20091,2009,Nanded,GROUNDNUT,2.5,2.47,988.0,412.3,22.73
20092,2009,Nanded,SESAMUM,2.3,0.3,130.43,412.3,22.73
20097,2009,Nanded,SUNFLOWER,9.3,5.14,552.69,412.3,22.73
20098,2009,Nanded,SOYABEAN,188.3,86.13,457.41,412.3,22.73
20099,2009,Nanded,OILSEEDS,211.8,98.1,463.17,412.3,22.73
20100,2009,Nanded,SUGARCANE,12.9,62.13,4816.28,412.3,22.73
20101,2009,Nanded,COTTON,257.4,33.53,130.26,412.3,22.73
51083,2009,Nanded,RICE,5.6,1.49,266.07,412.3,22.73
51085,2009,Nanded,KHARIF SORGHUM,125.1,91.64,732.53,412.3,22.73
51088,2009,Nanded,PEARL MILLET,0.0,0.0,0.0,412.3,22.73
51089,2009,Nanded,MAIZE,1.2,1.02,850.0,412.3,22.73
51090,2009,Nanded,FINGER MILLET,0.0,0.0,0.0,412.3,22.73
51093,2009,Nanded,PIGEONPEA,60.2,43.03,714.78,412.3,22.73
51094,2009,Nanded,MINOR PULSES,84.7,12.03,142.03,412.3,22.73
51095,2009,Nanded,GROUNDNUT,2.5,2.47,988.0,412.3,22.73
51096,2009,Nanded,SESAMUM,2.3,0.3,130.43,412.3,22.73
51101,2009,Nanded,SUNFLOWER,9.3,5.14,552.69,412.3,22.73
51102,2009,Nanded,SOYABEAN,188.3,86.13,457.41,412.3,22.73
51103,2009,Nanded,OILSEEDS,211.8,98.1,463.17,412.3,22.73
51104,2009,Nanded,SUGARCANE,12.9,62.13,4816.28,412.3,22.73
51105,2009,Nanded,COTTON,257.4,33.53,130.26,412.3,22.73
5727,2009,Nasik,RICE,48.1,18.84,391.68,681.3,21.2509375
5729,2009,Nasik,KHARIF SORGHUM,0.6,0.42,700.0,681.3,21.2509375
5732,2009,Nasik,PEARL MILLET,171.9,129.53,753.52,681.3,21.2509375
5733,2009,Nasik,MAIZE,144.3,327.04,2266.39,681.3,21.2509375
5734,2009,Nasik,FINGER MILLET,27.9,13.03,467.03,681.3,21.2509375
5737,2009,Nasik,PIGEONPEA,9.4,3.95,420.21,681.3,21.2509375
5738,2009,Nasik,MINOR PULSES,36.26,17.37,479.04,681.3,21.2509375
5739,2009,Nasik,GROUNDNUT,24.8,18.72,754.84,681.3,21.2509375
5740,2009,Nasik,SESAMUM,0.1,0.02,200.0,681.3,21.2509375
5745,2009,Nasik,SUNFLOWER,0.3,0.13,433.33,681.3,21.2509375
5746,2009,Nasik,SOYABEAN,55.1,65.41,1187.11,681.3,21.2509375
5747,2009,Nasik,OILSEEDS,95.2,87.64,920.59,681.3,21.2509375
5748,2009,Nasik,SUGARCANE,31.1,226.81,7292.93,681.3,21.2509375
5749,2009,Nasik,COTTON,46.4,11.77,253.66,681.3,21.2509375
36731,2009,Nasik,RICE,48.1,18.84,391.68,681.3,21.2509375
36733,2009,Nasik,KHARIF SORGHUM,0.6,0.42,700.0,681.3,21.2509375
36736,2009,Nasik,PEARL MILLET,171.9,129.53,753.52,681.3,21.2509375
36737,2009,Nasik,MAIZE,144.3,327.04,2266.39,681.3,21.2509375
36738,2009,Nasik,FINGER MILLET,27.9,13.03,467.03,681.3,21.2509375
36741,2009,Nasik,PIGEONPEA,9.4,3.95,420.21,681.3,21.2509375
36742,2009,Nasik,MINOR PULSES,36.26,17.37,479.04,681.3,21.2509375
36743,2009,Nasik,GROUNDNUT,24.8,18.72,754.84,681.3,21.2509375
36744,2009,Nasik,SESAMUM,0.1,0.02,200.0,681.3,21.2509375
36749,2009,Nasik,SUNFLOWER,0.3,0.13,433.33,681.3,21.2509375
36750,2009,Nasik,SOYABEAN,55.1,65.41,1187.11,681.3,21.2509375
36751,2009,Nasik,OILSEEDS,95.2,87.64,920.59,681.3,21.2509375
36752,2009,Nasik,SUGARCANE,31.1,226.81,7292.93,681.3,21.2509375
36753,2009,Nasik,COTTON,46.4,11.77,253.66,681.3,21.2509375
21275,2009,Osmanabad,RICE,9.3,4.97,534.41,634.4,20.999375
21277,2009,Osmanabad,KHARIF SORGHUM,200.2,134.27,670.68,634.4,20.999375
21280,2009,Osmanabad,PEARL MILLET,21.6,9.5,439.81,634.4,20.999375
21281,2009,Osmanabad,MAIZE,24.0,25.78,1074.17,634.4,20.999375
21282,2009,Osmanabad,FINGER MILLET,0.0,0.0,0.0,634.4,20.999375
21285,2009,Osmanabad,PIGEONPEA,154.3,169.72,1099.94,634.4,20.999375
21286,2009,Osmanabad,MINOR PULSES,77.4,13.1,169.25,634.4,20.999375
21287,2009,Osmanabad,GROUNDNUT,14.4,7.43,515.97,634.4,20.999375
21288,2009,Osmanabad,SESAMUM,7.9,1.45,183.54,634.4,20.999375
21293,2009,Osmanabad,SUNFLOWER,90.7,48.31,532.64,634.4,20.999375
21294,2009,Osmanabad,SOYABEAN,263.8,165.01,625.51,634.4,20.999375
21295,2009,Osmanabad,OILSEEDS,439.6,249.61,567.81,634.4,20.999375
21296,2009,Osmanabad,SUGARCANE,78.1,622.36,7968.76,634.4,20.999375
21297,2009,Osmanabad,COTTON,7.4,2.0,270.27,634.4,20.999375
52279,2009,Osmanabad,RICE,9.3,4.97,534.41,634.4,20.999375
52281,2009,Osmanabad,KHARIF SORGHUM,200.2,134.27,670.68,634.4,20.999375
52284,2009,Osmanabad,PEARL MILLET,21.6,9.5,439.81,634.4,20.999375
52285,2009,Osmanabad,MAIZE,24.0,25.78,1074.17,634.4,20.999375
52286,2009,Osmanabad,FINGER MILLET,0.0,0.0,0.0,634.4,20.999375
52289,2009,Osmanabad,PIGEONPEA,154.3,169.72,1099.94,634.4,20.999375
52290,2009,Osmanabad,MINOR PULSES,77.4,13.1,169.25,634.4,20.999375
52291,2009,Osmanabad,GROUNDNUT,14.4,7.43,515.97,634.4,20.999375
52292,2009,Osmanabad,SESAMUM,7.9,1.45,183.54,634.4,20.999375
52297,2009,Osmanabad,SUNFLOWER,90.7,48.31,532.64,634.4,20.999375
52298,2009,Osmanabad,SOYABEAN,263.8,165.01,625.51,634.4,20.999375
52299,2009,Osmanabad,OILSEEDS,439.6,249.61,567.81,634.4,20.999375
52300,2009,Osmanabad,SUGARCANE,78.1,622.36,7968.76,634.4,20.999375
52301,2009,Osmanabad,COTTON,7.4,2.0,270.27,634.4,20.999375
17687,2009,Parbhani,RICE,4.3,1.51,351.16,571.6,22.33
17689,2009,Parbhani,KHARIF SORGHUM,107.0,102.23,955.42,571.6,22.33
17692,2009,Parbhani,PEARL MILLET,6.8,3.56,523.53,571.6,22.33
17693,2009,Parbhani,MAIZE,3.7,3.49,943.24,571.6,22.33
17694,2009,Parbhani,FINGER MILLET,0.0,0.0,0.0,571.6,22.33
17697,2009,Parbhani,PIGEONPEA,84.6,63.12,746.1,571.6,22.33
17698,2009,Parbhani,MINOR PULSES,77.0,18.8,244.16,571.6,22.33
17699,2009,Parbhani,GROUNDNUT,2.2,2.6,1181.82,571.6,22.33
17700,2009,Parbhani,SESAMUM,4.8,1.15,239.58,571.6,22.33
17705,2009,Parbhani,SUNFLOWER,14.8,7.22,487.84,571.6,22.33
17706,2009,Parbhani,SOYABEAN,240.9,205.9,854.71,571.6,22.33
17707,2009,Parbhani,OILSEEDS,324.4,254.11,783.32,571.6,22.33
17708,2009,Parbhani,SUGARCANE,18.9,132.61,7016.4,571.6,22.33
17709,2009,Parbhani,COTTON,314.7,85.29,271.02,571.6,22.33
48691,2009,Parbhani,RICE,4.3,1.51,351.16,571.6,22.33
48693,2009,Parbhani,KHARIF SORGHUM,107.0,102.23,955.42,571.6,22.33
48696,2009,Parbhani,PEARL MILLET,6.8,3.56,523.53,571.6,22.33
48697,2009,Parbhani,MAIZE,3.7,3.49,943.24,571.6,22.33
48698,2009,Parbhani,FINGER MILLET,0.0,0.0,0.0,571.6,22.33
48701,2009,Parbhani,PIGEONPEA,84.6,63.12,746.1,571.6,22.33
48702,2009,Parbhani,MINOR PULSES,77.0,18.8,244.16,571.6,22.33
48703,2009,Parbhani,GROUNDNUT,2.2,2.6,1181.82,571.6,22.33
48704,2009,Parbhani,SESAMUM,4.8,1.15,239.58,571.6,22.33
48709,2009,Parbhani,SUNFLOWER,14.8,7.22,487.84,571.6,22.33
48710,2009,Parbhani,SOYABEAN,240.9,205.9,854.71,571.6,22.33
48711,2009,Parbhani,OILSEEDS,324.4,254.11,783.32,571.6,22.33
48712,2009,Parbhani,SUGARCANE,18.9,132.61,7016.4,571.6,22.33
48713,2009,Parbhani,COTTON,314.7,85.29,271.02,571.6,22.33
10511,2009,Pune,RICE,62.6,51.18,817.57,732.2,20.75
10513,2009,Pune,KHARIF SORGHUM,9.9,10.43,1053.54,732.2,20.75
10516,2009,Pune,PEARL MILLET,46.0,33.87,736.3,732.2,20.75
10517,2009,Pune,MAIZE,16.7,42.28,2531.74,732.2,20.75
10518,2009,Pune,FINGER MILLET,9.4,6.26,665.96,732.2,20.75
10521,2009,Pune,PIGEONPEA,2.1,1.31,623.81,732.2,20.75
10522,2009,Pune,MINOR PULSES,19.4,9.09,468.56,732.2,20.75
10523,2009,Pune,GROUNDNUT,39.0,40.92,1049.23,732.2,20.75
10524,2009,Pune,SESAMUM,2.0,0.41,205.0,732.2,20.75
10529,2009,Pune,SUNFLOWER,2.6,1.49,573.08,732.2,20.75
10530,2009,Pune,SOYABEAN,3.3,4.67,1415.15,732.2,20.75
10531,2009,Pune,OILSEEDS,53.1,49.08,924.29,732.2,20.75
10532,2009,Pune,SUGARCANE,95.6,911.21,9531.49,732.2,20.75
10533,2009,Pune,COTTON,0.0,0.0,0.0,732.2,20.75
41515,2009,Pune,RICE,62.6,51.18,817.57,732.2,20.75
41517,2009,Pune,KHARIF SORGHUM,9.9,10.43,1053.54,732.2,20.75
41520,2009,Pune,PEARL MILLET,46.0,33.87,736.3,732.2,20.75
41521,2009,Pune,MAIZE,16.7,42.28,2531.74,732.2,20.75
41522,2009,Pune,FINGER MILLET,9.4,6.26,665.96,732.2,20.75
41525,2009,Pune,PIGEONPEA,2.1,1.31,623.81,732.2,20.75
41526,2009,Pune,MINOR PULSES,19.4,9.09,468.56,732.2,20.75
41527,2009,Pune,GROUNDNUT,39.0,40.92,1049.23,732.2,20.75
41528,2009,Pune,SESAMUM,2.0,0.41,205.0,732.2,20.75
41533,2009,Pune,SUNFLOWER,2.6,1.49,573.08,732.2,20.75
41534,2009,Pune,SOYABEAN,3.3,4.67,1415.15,732.2,20.75
41535,2009,Pune,OILSEEDS,53.1,49.08,924.29,732.2,20.75
41536,2009,Pune,SUGARCANE,95.6,911.21,9531.49,732.2,20.75
41537,2009,Pune,COTTON,0.0,0.0,0.0,732.2,20.75
3335,2009,Raigad,RICE,130.4,329.43,2526.3,,
3337,2009,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
3340,2009,Raigad,PEARL MILLET,0.0,0.0,0.0,,
3341,2009,Raigad,MAIZE,0.0,0.0,0.0,,
3342,2009,Raigad,FINGER MILLET,10.6,8.7,820.75,,
3345,2009,Raigad,PIGEONPEA,1.0,0.84,840.0,,
3346,2009,Raigad,MINOR PULSES,11.5,5.27,458.26,,
3347,2009,Raigad,GROUNDNUT,0.3,0.4,1333.33,,
3348,2009,Raigad,SESAMUM,0.4,0.1,250.0,,
3353,2009,Raigad,SUNFLOWER,0.0,0.0,0.0,,
3354,2009,Raigad,SOYABEAN,0.0,0.0,0.0,,
3355,2009,Raigad,OILSEEDS,0.89,0.56,629.21,,
3356,2009,Raigad,SUGARCANE,0.0,0.0,0.0,,
3357,2009,Raigad,COTTON,0.0,0.0,0.0,,
34339,2009,Raigad,RICE,130.4,329.43,2526.3,,
34341,2009,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
34344,2009,Raigad,PEARL MILLET,0.0,0.0,0.0,,
34345,2009,Raigad,MAIZE,0.0,0.0,0.0,,
34346,2009,Raigad,FINGER MILLET,10.6,8.7,820.75,,
34349,2009,Raigad,PIGEONPEA,1.0,0.84,840.0,,
34350,2009,Raigad,MINOR PULSES,11.5,5.27,458.26,,
34351,2009,Raigad,GROUNDNUT,0.3,0.4,1333.33,,
34352,2009,Raigad,SESAMUM,0.4,0.1,250.0,,
34357,2009,Raigad,SUNFLOWER,0.0,0.0,0.0,,
34358,2009,Raigad,SOYABEAN,0.0,0.0,0.0,,
34359,2009,Raigad,OILSEEDS,0.89,0.56,629.21,,
34360,2009,Raigad,SUGARCANE,0.0,0.0,0.0,,
34361,2009,Raigad,COTTON,0.0,0.0,0.0,,
4531,2009,Ratnagiri,RICE,155.9,407.55,2614.18,2557.0,23.34
4533,2009,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2557.0,23.34
4536,2009,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2557.0,23.34
4537,2009,Ratnagiri,MAIZE,0.3,0.9,3000.0,2557.0,23.34
4538,2009,Ratnagiri,FINGER MILLET,20.3,26.17,1289.16,2557.0,23.34
4541,2009,Ratnagiri,PIGEONPEA,0.6,0.5,833.33,2557.0,23.34
4542,2009,Ratnagiri,MINOR PULSES,13.9,6.55,471.22,2557.0,23.34
4543,2009,Ratnagiri,GROUNDNUT,5.8,8.54,1472.41,2557.0,23.34
4544,2009,Ratnagiri,SESAMUM,0.2,0.07,350.0,2557.0,23.34
4549,2009,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2557.0,23.34
4550,2009,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2557.0,23.34
4551,2009,Ratnagiri,OILSEEDS,8.25,9.11,1104.24,2557.0,23.34
4552,2009,Ratnagiri,SUGARCANE,0.0,0.0,0.0,2557.0,23.34
4553,2009,Ratnagiri,COTTON,0.0,0.0,0.0,2557.0,23.34
35535,2009,Ratnagiri,RICE,155.9,407.55,2614.18,2557.0,23.34
35537,2009,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2557.0,23.34
35540,2009,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2557.0,23.34
35541,2009,Ratnagiri,MAIZE,0.3,0.9,3000.0,2557.0,23.34
35542,2009,Ratnagiri,FINGER MILLET,20.3,26.17,1289.16,2557.0,23.34
35545,2009,Ratnagiri,PIGEONPEA,0.6,0.5,833.33,2557.0,23.34
35546,2009,Ratnagiri,MINOR PULSES,13.9,6.55,471.22,2557.0,23.34
35547,2009,Ratnagiri,GROUNDNUT,5.8,8.54,1472.41,2557.0,23.34
35548,2009,Ratnagiri,SESAMUM,0.2,0.07,350.0,2557.0,23.34
35553,2009,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2557.0,23.34
35554,2009,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2557.0,23.34
35555,2009,Ratnagiri,OILSEEDS,8.25,9.11,1104.24,2557.0,23.34
35556,2009,Ratnagiri,SUGARCANE,0.0,0.0,0.0,2557.0,23.34
35557,2009,Ratnagiri,COTTON,0.0,0.0,0.0,2557.0,23.34
12903,2009,Sangli,RICE,18.7,35.07,1875.4,596.9,20.78
12905,2009,Sangli,KHARIF SORGHUM,90.7,77.19,851.05,596.9,20.78
12908,2009,Sangli,PEARL MILLET,54.1,18.21,336.6,596.9,20.78
12909,2009,Sangli,MAIZE,34.1,79.58,2333.72,596.9,20.78
12910,2009,Sangli,FINGER MILLET,0.1,0.14,1400.0,596.9,20.78
12913,2009,Sangli,PIGEONPEA,8.3,8.38,1009.64,596.9,20.78
12914,2009,Sangli,MINOR PULSES,20.25,7.64,377.28,596.9,20.78
12915,2009,Sangli,GROUNDNUT,26.2,28.28,1079.39,596.9,20.78
12916,2009,Sangli,SESAMUM,0.1,0.04,400.0,596.9,20.78
12921,2009,Sangli,SUNFLOWER,10.3,5.21,505.83,596.9,20.78
12922,2009,Sangli,SOYABEAN,56.0,84.86,1515.36,596.9,20.78
12923,2009,Sangli,OILSEEDS,100.5,121.95,1213.43,596.9,20.78
12924,2009,Sangli,SUGARCANE,63.2,541.97,8575.47,596.9,20.78
12925,2009,Sangli,COTTON,2.5,0.3,120.0,596.9,20.78
43907,2009,Sangli,RICE,18.7,35.07,1875.4,596.9,20.78
43909,2009,Sangli,KHARIF SORGHUM,90.7,77.19,851.05,596.9,20.78
43912,2009,Sangli,PEARL MILLET,54.1,18.21,336.6,596.9,20.78
43913,2009,Sangli,MAIZE,34.1,79.58,2333.72,596.9,20.78
43914,2009,Sangli,FINGER MILLET,0.1,0.14,1400.0,596.9,20.78
43917,2009,Sangli,PIGEONPEA,8.3,8.38,1009.64,596.9,20.78
43918,2009,Sangli,MINOR PULSES,20.25,7.64,377.28,596.9,20.78
43919,2009,Sangli,GROUNDNUT,26.2,28.28,1079.39,596.9,20.78
43920,2009,Sangli,SESAMUM,0.1,0.04,400.0,596.9,20.78
43925,2009,Sangli,SUNFLOWER,10.3,5.21,505.83,596.9,20.78
43926,2009,Sangli,SOYABEAN,56.0,84.86,1515.36,596.9,20.78
43927,2009,Sangli,OILSEEDS,100.5,121.95,1213.43,596.9,20.78
43928,2009,Sangli,SUGARCANE,63.2,541.97,8575.47,596.9,20.78
43929,2009,Sangli,COTTON,2.5,0.3,120.0,596.9,20.78
11707,2009,Satara,RICE,50.6,76.9,1519.76,1085.5,20.3528125
11709,2009,Satara,KHARIF SORGHUM,46.8,70.59,1508.33,1085.5,20.3528125
11712,2009,Satara,PEARL MILLET,74.9,36.28,484.38,1085.5,20.3528125
11713,2009,Satara,MAIZE,17.8,44.58,2504.49,1085.5,20.3528125
11714,2009,Satara,FINGER MILLET,7.3,5.78,791.78,1085.5,20.3528125
11717,2009,Satara,PIGEONPEA,4.2,4.24,1009.52,1085.5,20.3528125
11718,2009,Satara,MINOR PULSES,50.1,20.59,410.98,1085.5,20.3528125
11719,2009,Satara,GROUNDNUT,53.3,72.01,1351.03,1085.5,20.3528125
11720,2009,Satara,SESAMUM,0.2,0.07,350.0,1085.5,20.3528125
11725,2009,Satara,SUNFLOWER,1.0,0.46,460.0,1085.5,20.3528125
11726,2009,Satara,SOYABEAN,32.5,65.05,2001.54,1085.5,20.3528125
11727,2009,Satara,OILSEEDS,90.5,138.69,1532.49,1085.5,20.3528125
11728,2009,Satara,SUGARCANE,53.8,481.22,8944.61,1085.5,20.3528125
11729,2009,Satara,COTTON,1.6,0.19,118.75,1085.5,20.3528125
42711,2009,Satara,RICE,50.6,76.9,1519.76,1085.5,20.3528125
42713,2009,Satara,KHARIF SORGHUM,46.8,70.59,1508.33,1085.5,20.3528125
42716,2009,Satara,PEARL MILLET,74.9,36.28,484.38,1085.5,20.3528125
42717,2009,Satara,MAIZE,17.8,44.58,2504.49,1085.5,20.3528125
42718,2009,Satara,FINGER MILLET,7.3,5.78,791.78,1085.5,20.3528125
42721,2009,Satara,PIGEONPEA,4.2,4.24,1009.52,1085.5,20.3528125
42722,2009,Satara,MINOR PULSES,50.1,20.59,410.98,1085.5,20.3528125
42723,2009,Satara,GROUNDNUT,53.3,72.01,1351.03,1085.5,20.3528125
42724,2009,Satara,SESAMUM,0.2,0.07,350.0,1085.5,20.3528125
42729,2009,Satara,SUNFLOWER,1.0,0.46,460.0,1085.5,20.3528125
42730,2009,Satara,SOYABEAN,32.5,65.05,2001.54,1085.5,20.3528125
42731,2009,Satara,OILSEEDS,90.5,138.69,1532.49,1085.5,20.3528125
42732,2009,Satara,SUGARCANE,53.8,481.22,8944.61,1085.5,20.3528125
42733,2009,Satara,COTTON,1.6,0.19,118.75,1085.5,20.3528125
14099,2009,Solapur,RICE,0.1,0.01,100.0,561.2,21.73
14101,2009,Solapur,KHARIF SORGHUM,0.1,0.04,400.0,561.2,21.73
14104,2009,Solapur,PEARL MILLET,14.4,5.24,363.89,561.2,21.73
14105,2009,Solapur,MAIZE,38.7,101.58,2624.81,561.2,21.73
14106,2009,Solapur,FINGER MILLET,0.0,0.0,0.0,561.2,21.73
14109,2009,Solapur,PIGEONPEA,23.2,6.93,298.71,561.2,21.73
14110,2009,Solapur,MINOR PULSES,6.3,1.83,290.48,561.2,21.73
14111,2009,Solapur,GROUNDNUT,9.5,11.95,1257.89,561.2,21.73
14112,2009,Solapur,SESAMUM,0.1,0.01,100.0,561.2,21.73
14117,2009,Solapur,SUNFLOWER,24.4,11.39,466.8,561.2,21.73
14118,2009,Solapur,SOYABEAN,3.2,2.79,871.87,561.2,21.73
14119,2009,Solapur,OILSEEDS,46.2,31.75,687.23,561.2,21.73
14120,2009,Solapur,SUGARCANE,107.3,993.26,9256.85,561.2,21.73
14121,2009,Solapur,COTTON,1.4,0.4,285.71,561.2,21.73
45103,2009,Solapur,RICE,0.1,0.01,100.0,561.2,21.73
45105,2009,Solapur,KHARIF SORGHUM,0.1,0.04,400.0,561.2,21.73
45108,2009,Solapur,PEARL MILLET,14.4,5.24,363.89,561.2,21.73
45109,2009,Solapur,MAIZE,38.7,101.58,2624.81,561.2,21.73
45110,2009,Solapur,FINGER MILLET,0.0,0.0,0.0,561.2,21.73
45113,2009,Solapur,PIGEONPEA,23.2,6.93,298.71,561.2,21.73
45114,2009,Solapur,MINOR PULSES,6.3,1.83,290.48,561.2,21.73
45115,2009,Solapur,GROUNDNUT,9.5,11.95,1257.89,561.2,21.73
45116,2009,Solapur,SESAMUM,0.1,0.01,100.0,561.2,21.73
45121,2009,Solapur,SUNFLOWER,24.4,11.39,466.8,561.2,21.73
45122,2009,Solapur,SOYABEAN,3.2,2.79,871.87,561.2,21.73
45123,2009,Solapur,OILSEEDS,46.2,31.75,687.23,561.2,21.73
45124,2009,Solapur,SUGARCANE,107.3,993.26,9256.85,561.2,21.73
45125,2009,Solapur,COTTON,1.4,0.4,285.71,561.2,21.73
2139,2009,Thane,RICE,138.6,290.76,2097.84,1859.1,23.63
2141,2009,Thane,KHARIF SORGHUM,0.0,0.0,0.0,1859.1,23.63
2144,2009,Thane,PEARL MILLET,0.0,0.0,0.0,1859.1,23.63
2145,2009,Thane,MAIZE,0.1,0.3,3000.0,1859.1,23.63
2146,2009,Thane,FINGER MILLET,16.1,9.93,616.77,1859.1,23.63
2149,2009,Thane,PIGEONPEA,3.5,2.94,840.0,1859.1,23.63
2150,2009,Thane,MINOR PULSES,11.8,7.18,608.47,1859.1,23.63
2151,2009,Thane,GROUNDNUT,0.4,0.7,1750.0,1859.1,23.63
2152,2009,Thane,SESAMUM,0.9,0.32,355.56,1859.1,23.63
2157,2009,Thane,SUNFLOWER,0.0,0.0,0.0,1859.1,23.63
2158,2009,Thane,SOYABEAN,0.0,0.0,0.0,1859.1,23.63
2159,2009,Thane,OILSEEDS,3.62,1.53,422.65,1859.1,23.63
2160,2009,Thane,SUGARCANE,0.0,0.0,0.0,1859.1,23.63
2161,2009,Thane,COTTON,0.0,0.0,0.0,1859.1,23.63
33143,2009,Thane,RICE,138.6,290.76,2097.84,1859.1,23.63
33145,2009,Thane,KHARIF SORGHUM,0.0,0.0,0.0,1859.1,23.63
33148,2009,Thane,PEARL MILLET,0.0,0.0,0.0,1859.1,23.63
33149,2009,Thane,MAIZE,0.1,0.3,3000.0,1859.1,23.63
33150,2009,Thane,FINGER MILLET,16.1,9.93,616.77,1859.1,23.63
33153,2009,Thane,PIGEONPEA,3.5,2.94,840.0,1859.1,23.63
33154,2009,Thane,MINOR PULSES,11.8,7.18,608.47,1859.1,23.63
33155,2009,Thane,GROUNDNUT,0.4,0.7,1750.0,1859.1,23.63
33156,2009,Thane,SESAMUM,0.9,0.32,355.56,1859.1,23.63
33161,2009,Thane,SUNFLOWER,0.0,0.0,0.0,1859.1,23.63
33162,2009,Thane,SOYABEAN,0.0,0.0,0.0,1859.1,23.63
33163,2009,Thane,OILSEEDS,3.62,1.53,422.65,1859.1,23.63
33164,2009,Thane,SUGARCANE,0.0,0.0,0.0,1859.1,23.63
33165,2009,Thane,COTTON,0.0,0.0,0.0,1859.1,23.63
27255,2009,Wardha,RICE,0.0,0.0,0.0,564.4,23.0590625
27257,2009,Wardha,KHARIF SORGHUM,3.7,1.71,462.16,564.4,23.0590625
27260,2009,Wardha,PEARL MILLET,0.0,0.0,0.0,564.4,23.0590625
27261,2009,Wardha,MAIZE,0.0,0.0,0.0,564.4,23.0590625
27262,2009,Wardha,FINGER MILLET,0.0,0.0,0.0,564.4,23.0590625
27265,2009,Wardha,PIGEONPEA,63.3,21.06,332.7,564.4,23.0590625
27266,2009,Wardha,MINOR PULSES,0.61,0.39,639.34,564.4,23.0590625
27267,2009,Wardha,GROUNDNUT,1.1,1.23,1118.18,564.4,23.0590625
27268,2009,Wardha,SESAMUM,0.0,0.0,0.0,564.4,23.0590625
27273,2009,Wardha,SUNFLOWER,0.0,0.0,0.0,564.4,23.0590625
27274,2009,Wardha,SOYABEAN,178.9,104.01,581.39,564.4,23.0590625
27275,2009,Wardha,OILSEEDS,180.3,105.32,584.14,564.4,23.0590625
27276,2009,Wardha,SUGARCANE,1.8,14.86,8255.56,564.4,23.0590625
27277,2009,Wardha,COTTON,145.4,33.81,232.53,564.4,23.0590625
58259,2009,Wardha,RICE,0.0,0.0,0.0,564.4,23.0590625
58261,2009,Wardha,KHARIF SORGHUM,3.7,1.71,462.16,564.4,23.0590625
58264,2009,Wardha,PEARL MILLET,0.0,0.0,0.0,564.4,23.0590625
58265,2009,Wardha,MAIZE,0.0,0.0,0.0,564.4,23.0590625
58266,2009,Wardha,FINGER MILLET,0.0,0.0,0.0,564.4,23.0590625
58269,2009,Wardha,PIGEONPEA,63.3,21.06,332.7,564.4,23.0590625
58270,2009,Wardha,MINOR PULSES,0.61,0.39,639.34,564.4,23.0590625
58271,2009,Wardha,GROUNDNUT,1.1,1.23,1118.18,564.4,23.0590625
58272,2009,Wardha,SESAMUM,0.0,0.0,0.0,564.4,23.0590625
58277,2009,Wardha,SUNFLOWER,0.0,0.0,0.0,564.4,23.0590625
58278,2009,Wardha,SOYABEAN,178.9,104.01,581.39,564.4,23.0590625
58279,2009,Wardha,OILSEEDS,180.3,105.32,584.14,564.4,23.0590625
58280,2009,Wardha,SUGARCANE,1.8,14.86,8255.56,564.4,23.0590625
58281,2009,Wardha,COTTON,145.4,33.81,232.53,564.4,23.0590625
26059,2009,Yeotmal,RICE,0.2,0.33,1650.0,388.7,23.04
26061,2009,Yeotmal,KHARIF SORGHUM,71.6,37.55,524.44,388.7,23.04
26064,2009,Yeotmal,PEARL MILLET,1.5,1.1,733.33,388.7,23.04
26065,2009,Yeotmal,MAIZE,1.1,2.44,2218.18,388.7,23.04
26066,2009,Yeotmal,FINGER MILLET,0.0,0.0,0.0,388.7,23.04
26069,2009,Yeotmal,PIGEONPEA,103.8,71.6,689.79,388.7,23.04
26070,2009,Yeotmal,MINOR PULSES,23.15,5.71,246.65,388.7,23.04
26071,2009,Yeotmal,GROUNDNUT,1.2,1.67,1391.67,388.7,23.04
26072,2009,Yeotmal,SESAMUM,1.1,0.23,209.09,388.7,23.04
26077,2009,Yeotmal,SUNFLOWER,0.0,0.0,0.0,388.7,23.04
26078,2009,Yeotmal,SOYABEAN,311.8,126.56,405.9,388.7,23.04
26079,2009,Yeotmal,OILSEEDS,314.4,128.86,409.86,388.7,23.04
26080,2009,Yeotmal,SUGARCANE,2.3,16.72,7269.57,388.7,23.04
26081,2009,Yeotmal,COTTON,392.1,86.13,219.66,388.7,23.04
57063,2009,Yeotmal,RICE,0.2,0.33,1650.0,388.7,23.04
